,id,carat,cut,color,clarity,depth,table,x,y,z,price
11209,11210,1.0,Very Good,G,VS2,61.5,58.0,6.36,6.39,3.92,5860
11210,11211,0.7,Ideal,E,VS2,60.8,56.0,5.74,5.78,3.5,3504
11211,11212,1.5,Ideal,F,VS2,60.3,57.0,7.42,7.33,4.45,12641
11212,11213,0.81,Premium,E,SI2,60.1,59.0,6.09,6.03,3.65,2368
11213,11214,0.3,Ideal,F,VVS1,61.5,58.0,4.3,4.32,2.65,814
11214,11215,0.28,Very Good,H,VS2,61.4,57.0,4.21,4.23,2.59,376
11215,11216,0.24,Good,E,VVS1,58.0,60.0,4.08,4.12,2.38,526
11216,11217,2.09,Ideal,I,SI1,61.8,56.0,8.15,8.22,5.06,17114
11217,11218,0.31,Very Good,D,VS2,61.8,57.0,4.36,4.41,2.71,734
11218,11219,0.3,Premium,G,VVS1,60.7,58.0,4.34,4.36,2.64,789
11219,11220,1.11,Ideal,G,VS2,62.0,56.0,6.62,6.65,4.12,7472
11220,11221,1.5,Premium,G,SI1,62.3,58.0,7.27,7.33,4.55,10428
11221,11222,0.52,Ideal,D,SI1,61.8,57.0,5.14,5.19,3.19,1600
11222,11223,0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,844
11223,11224,0.3,Premium,H,SI1,62.2,60.0,4.28,4.24,2.65,540
11224,11225,0.3,Ideal,I,VVS2,,56.0,4.31,4.33,2.67,529
11225,11226,0.31,Good,H,VS1,63.6,55.0,4.32,4.29,2.74,698
11226,11227,0.51,Very Good,E,SI1,60.9,57.0,5.17,5.2,3.16,1357
11227,11228,0.72,Premium,E,SI2,61.6,59.0,5.83,5.68,3.55,2019
11228,11229,0.7,Very Good,F,SI1,62.4,58.0,5.64,5.7,3.54,2382
11229,11230,0.87,Ideal,G,VS2,61.4,55.0,6.15,6.17,3.78,4553
11230,11231,1.01,Fair,F,VS2,65.5,62.0,6.19,6.23,4.07,5501
11231,11232,1.2,Ideal,H,SI2,62.6,58.0,6.74,6.81,4.24,5613
11232,11233,1.12,Ideal,G,VS2,62.0,56.0,6.64,6.69,4.13,6652
11233,11234,0.31,Premium,E,VVS1,61.8,59.0,4.33,4.31,2.67,1012
11234,11235,2.03,Fair,G,SI2,64.9,59.0,7.85,7.99,5.14,14687
11235,11236,0.75,Very Good,F,SI2,60.5,57.0,5.88,5.95,3.58,2274
11236,11237,0.91,Ideal,E,SI2,60.8,56.0,6.25,6.29,3.81,3968
11237,11238,1.26,Ideal,G,VVS2,61.4,55.0,6.96,6.99,4.29,12066
11238,11239,1.0,Premium,F,VS2,61.9,59.0,6.41,6.36,3.95,6640
11239,11240,0.53,Ideal,F,VVS2,62.2,54.0,5.22,5.19,3.24,2290
11240,11241,0.33,Premium,F,VS2,60.0,60.0,4.45,4.49,2.68,577
11241,11242,0.32,Premium,H,IF,61.2,58.0,4.37,4.39,2.68,842
11242,11243,1.41,Ideal,H,SI2,,56.0,7.11,7.17,4.48,7324
11243,11244,0.3,Ideal,H,IF,62.1,57.0,4.29,4.31,2.67,764
11244,11245,0.71,Ideal,D,VS2,61.2,57.0,5.72,5.76,3.51,4029
11245,11246,0.56,Ideal,F,VS2,61.3,54.0,5.34,5.37,3.28,1723
11246,11247,1.51,Premium,D,VS1,62.9,54.0,7.29,7.22,4.56,17515
11247,11248,0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,1080
11248,11249,0.31,Ideal,D,VS2,62.1,56.0,4.35,4.34,2.7,942
11249,11250,0.43,Premium,D,SI1,61.2,58.0,4.83,4.87,2.97,830
11250,11251,1.19,Good,G,VVS2,61.1,61.0,6.86,6.83,4.18,8995
11251,11252,0.6,Premium,E,SI1,60.8,58.0,5.46,5.5,3.33,1625
11252,11253,1.04,Very Good,I,I1,61.6,61.0,6.45,6.47,3.98,2745
11253,11254,1.21,Ideal,G,VS2,61.1,57.0,6.95,6.85,4.22,7996
11254,11255,1.69,Premium,I,I1,62.4,60.0,7.56,7.59,4.73,6320
11255,11256,0.8,Very Good,F,VS2,63.3,59.8,5.79,5.83,3.68,3283
11256,11257,1.7,Premium,D,SI1,61.9,59.0,7.61,7.64,4.72,15100
11257,11258,0.3,Ideal,H,SI1,61.9,54.0,4.31,4.34,2.68,514
11258,11259,0.41,Ideal,E,SI2,60.7,57.0,4.81,4.85,2.93,683
11259,11260,0.32,Ideal,D,VS2,61.7,54.0,4.43,4.38,2.72,972
11260,11261,0.23,Very Good,E,VVS2,61.1,58.0,3.95,4.01,2.43,465
11261,11262,1.0,Good,D,SI2,64.0,54.0,6.29,6.24,4.01,3304
11262,11263,1.31,Premium,G,VS1,61.5,59.0,7.06,7.0,4.32,10071
11263,11264,1.01,Good,E,VS1,63.6,57.0,6.41,6.35,4.06,7665
11264,11265,1.01,Good,F,VVS2,60.3,62.0,6.47,6.54,3.92,8647
11265,11266,0.28,Good,E,IF,64.6,58.0,4.09,4.12,2.65,612
11266,11267,0.54,Ideal,D,VS2,61.1,57.0,5.22,5.25,3.2,1892
11267,11268,1.23,Ideal,J,VS2,61.2,57.0,6.93,6.88,4.23,6015
11268,11269,0.78,Very Good,H,SI2,62.7,56.0,5.85,5.89,3.68,2316
11269,11270,0.9,Very Good,G,SI1,63.3,56.0,6.08,6.11,3.86,3752
11270,11271,0.9,Premium,E,VS2,61.4,57.0,6.19,6.16,3.79,4435
11271,11272,1.0,Very Good,F,VS2,63.4,58.0,6.3,6.39,4.02,6818
11272,11273,0.39,Premium,E,SI1,59.1,59.0,4.81,4.76,2.83,860
11273,11274,0.43,Premium,F,SI2,61.8,57.0,4.88,4.83,3.0,871
11274,11275,0.33,Ideal,E,SI2,62.2,54.0,4.44,4.46,2.77,427
11275,11276,0.7,Fair,F,SI2,66.4,56.0,5.51,5.42,3.63,1564
11276,11277,0.28,Very Good,D,VS1,61.7,58.0,4.19,4.24,2.6,487
11277,11278,0.3,Ideal,E,SI1,61.7,58.0,4.29,4.3,2.65,499
11278,11279,0.3,Ideal,G,SI1,62.0,58.0,4.27,4.29,2.65,477
11279,11280,0.25,Very Good,E,VVS1,61.5,56.0,4.06,4.08,2.5,560
11280,11281,0.57,Ideal,F,VS2,62.1,55.0,5.35,5.31,3.31,1760
11281,11282,1.05,Good,H,SI1,63.2,56.0,6.47,6.51,4.1,4937
11282,11283,0.31,Ideal,J,VS2,61.8,54.1,4.35,4.38,2.7,400
11283,11284,1.02,Good,E,VS1,63.9,56.0,6.33,6.38,4.06,7602
11284,11285,1.08,Premium,G,VS1,62.9,55.0,6.6,6.53,4.13,6982
11285,11286,0.91,Premium,D,SI1,59.0,61.0,6.35,6.29,3.73,4663
11286,11287,0.23,Ideal,E,VVS2,62.8,57.0,3.91,3.96,2.47,530
11287,11288,1.04,Very Good,F,SI1,59.7,59.0,6.67,6.56,3.95,5152
11288,11289,0.7,Fair,G,VS2,57.3,63.0,5.78,5.84,3.33,2273
11289,11290,0.53,Premium,F,SI1,61.4,58.0,5.19,5.17,3.18,1324
11290,11291,0.96,Fair,H,SI2,67.6,63.0,5.99,5.84,4.01,2672
11291,11292,0.9,Very Good,H,SI2,62.3,61.0,6.15,6.17,3.84,3481
11292,11293,1.5,Premium,D,SI1,62.1,60.0,7.28,7.22,4.5,11863
11293,11294,0.33,Ideal,H,SI1,60.9,56.0,4.5,4.53,2.75,511
11294,11295,0.71,Ideal,F,SI2,62.1,54.0,5.73,5.76,3.57,2365
11295,11296,0.33,Very Good,G,VS2,62.0,58.0,4.42,4.45,2.75,579
11296,11297,1.01,Ideal,G,SI2,62.1,57.0,6.48,6.44,4.01,4350
11297,11298,0.41,Ideal,E,VS1,61.8,57.0,4.76,4.79,2.95,1079
11298,11299,0.33,Ideal,D,VS2,62.1,56.0,4.48,4.44,2.77,1002
11299,11300,0.61,Premium,D,SI1,62.3,58.0,5.45,5.4,3.38,1976
11300,11301,0.4,Very Good,E,VVS2,63.5,54.0,4.69,4.73,2.99,1017
11301,11302,0.74,Ideal,H,SI2,,56.0,5.78,5.84,3.57,2289
11302,11303,1.05,Good,I,VS2,63.1,58.0,6.42,6.47,4.07,4529
11303,11304,0.42,Ideal,G,VS2,61.6,56.0,4.83,4.82,2.97,1087
11304,11305,0.53,Ideal,D,VS2,60.6,57.0,5.24,5.28,3.19,1857
11305,11306,0.9,Good,H,SI1,58.9,61.0,6.27,6.36,3.72,3734
11306,11307,0.57,Premium,D,SI1,63.0,59.0,5.27,5.23,3.31,1949
11307,11308,1.21,Premium,F,SI1,61.6,59.0,6.82,6.79,4.19,7257
11308,11309,0.53,Ideal,E,VS2,60.0,57.0,5.3,5.24,3.16,1813
11309,11310,0.8,Good,G,SI2,62.8,58.0,5.86,5.9,3.69,2363
11310,11311,1.01,Very Good,E,SI1,63.1,55.0,6.41,6.34,4.02,4853
11311,11312,0.41,Good,J,VS2,64.0,59.0,4.64,4.71,2.99,565
11312,11313,0.43,Good,F,VS1,57.9,61.0,4.99,5.03,2.9,931
11313,11314,0.7,Very Good,H,SI1,63.4,61.0,5.62,5.58,3.55,2176
11314,11315,1.2,Premium,J,VS2,60.8,60.0,6.85,6.89,4.18,4839
11315,11316,1.63,Premium,I,SI1,61.7,58.0,7.54,7.51,4.64,9730
11316,11317,0.43,Ideal,D,VS1,62.1,55.0,4.83,4.86,3.01,1207
11317,11318,0.66,Good,F,VS2,61.5,60.8,5.55,5.6,3.43,2275
11318,11319,0.33,Premium,E,SI2,60.0,59.0,4.49,4.47,2.69,594
11319,11320,0.39,Ideal,F,VVS2,61.7,56.0,4.7,4.73,2.91,988
11320,11321,0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,1338
11321,11322,0.93,Good,D,SI2,64.5,58.0,6.11,6.14,3.95,3839
11322,11323,1.21,Ideal,G,VVS2,62.0,56.0,6.8,6.84,4.23,10378
11323,11324,0.76,Ideal,D,VS1,61.3,57.0,5.87,5.9,3.61,4229
11324,11325,0.7,Very Good,E,VS1,62.4,56.0,5.64,5.7,3.54,2854
11325,11326,0.72,Ideal,D,SI1,60.8,57.0,5.75,5.76,3.5,2757
11326,11327,0.48,Ideal,I,SI1,62.5,54.0,5.04,5.07,3.16,841
11327,11328,1.51,Premium,H,VS2,61.2,59.0,7.4,7.38,4.52,7534
11328,11329,1.0,Good,E,VVS2,63.5,55.0,6.31,6.36,4.02,8750
11329,11330,0.34,Premium,D,SI1,62.0,59.0,4.48,4.42,2.76,803
11330,11331,0.59,Ideal,I,VS1,,57.0,5.33,5.38,3.33,1442
11331,11332,0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,2196
11332,11333,0.33,Good,E,SI1,63.8,55.0,4.36,4.38,2.79,579
11333,11334,0.54,Very Good,I,IF,58.8,61.0,5.29,5.35,3.13,1708
11334,11335,0.71,Premium,F,SI2,62.6,59.0,5.64,5.6,3.52,2072
11335,11336,0.41,Very Good,G,SI1,62.5,57.0,4.69,4.72,2.94,719
11336,11337,1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,7533
11337,11338,0.7,Very Good,F,SI1,60.0,58.0,5.75,5.79,3.46,2553
11338,11339,0.9,Good,E,IF,63.6,56.0,6.11,6.02,3.86,6804
11339,11340,1.09,Premium,H,VS2,62.6,56.0,6.62,6.55,4.12,5601
11340,11341,1.26,Premium,I,VS2,,58.0,6.88,6.94,4.31,6023
11341,11342,1.1,Ideal,E,SI2,59.4,54.0,6.79,6.74,4.02,4071
11342,11343,1.23,Premium,G,VS1,59.6,60.0,6.99,6.94,4.15,8293
11343,11344,0.9,Good,H,VS1,60.6,61.0,6.13,6.19,3.73,4072
11344,11345,0.44,Ideal,G,IF,62.2,53.0,4.9,4.94,3.06,1348
11345,11346,1.1,Premium,D,VVS2,61.7,56.0,6.65,6.64,4.1,11233
11346,11347,0.33,Fair,H,VVS2,65.1,59.0,4.4,4.32,2.84,922
11347,11348,1.52,Ideal,F,VS1,62.2,55.0,7.29,7.41,4.57,16055
11348,11349,0.61,Ideal,G,SI1,61.4,56.0,5.46,5.49,3.36,1659
11349,11350,0.67,Very Good,G,VS2,60.4,61.0,5.61,5.64,3.4,2080
11350,11351,1.5,Premium,J,SI2,61.0,60.0,7.34,7.3,4.46,6048
11351,11352,1.52,Premium,D,SI1,59.5,61.0,7.5,7.43,4.44,12823
11352,11353,1.51,Ideal,I,SI2,62.8,54.0,7.28,7.34,4.59,7693
11353,11354,0.33,Ideal,J,VS1,62.1,55.0,4.41,4.44,2.75,434
11354,11355,1.01,Good,G,SI1,58.4,61.0,6.51,6.61,3.83,5051
11355,11356,0.3,Ideal,E,SI1,61.9,57.0,4.29,4.32,2.66,564
11356,11357,0.7,Ideal,I,VS1,62.7,57.0,5.63,5.67,3.54,2163
11357,11358,0.26,Very Good,E,VVS2,64.3,57.0,3.99,4.03,2.58,547
11358,11359,1.57,Premium,I,SI2,62.4,58.0,7.41,7.37,4.61,7976
11359,11360,0.51,Ideal,F,VS2,62.0,56.0,5.11,5.14,3.18,1595
11360,11361,0.31,Ideal,G,VVS1,61.4,57.0,4.37,4.39,2.68,772
11361,11362,1.02,Very Good,H,VS1,61.4,56.5,6.44,6.47,3.97,6204
11362,11363,0.5,Premium,G,VVS2,62.2,61.0,5.09,5.07,3.16,1806
11363,11364,2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,16294
11364,11365,0.71,Ideal,H,IF,63.0,57.0,5.68,5.72,3.59,3354
11365,11366,0.32,Ideal,G,IF,61.3,54.0,4.41,4.47,2.72,918
11366,11367,0.59,Very Good,G,VS1,62.0,56.0,5.35,5.39,3.33,1878
11367,11368,1.32,Ideal,D,VVS2,59.3,59.0,7.16,7.23,4.27,15802
11368,11369,0.9,Premium,G,SI1,62.6,62.0,6.08,6.06,3.8,3669
11369,11370,0.41,Very Good,E,SI1,62.8,58.0,4.72,4.77,2.98,705
11370,11371,0.42,Ideal,D,VVS1,61.6,56.0,4.82,4.79,2.96,1621
11371,11372,1.2,Very Good,I,SI1,63.8,57.0,6.64,6.72,4.26,5352
11372,11373,0.72,Very Good,E,VS2,59.8,57.0,5.84,5.89,3.51,3270
11373,11374,1.22,Ideal,G,VS1,61.3,56.0,6.93,6.88,4.23,8313
11374,11375,0.62,Very Good,H,VS2,61.7,63.0,5.48,5.42,3.36,1709
11375,11376,0.7,Ideal,F,SI1,61.9,57.0,5.66,5.75,3.53,2230
11376,11377,0.3,Ideal,G,SI2,61.6,56.0,4.32,4.35,2.67,422
11377,11378,0.4,Premium,F,SI1,62.2,57.0,4.72,4.67,2.92,945
11378,11379,0.71,Premium,H,VS1,61.2,57.0,5.83,5.77,3.55,2572
11379,11380,0.7,Good,F,VS1,62.8,61.0,5.57,5.61,3.51,2810
11380,11381,0.7,Premium,F,SI2,59.6,58.0,5.79,5.72,3.43,2234
11381,11382,0.51,Premium,G,SI1,62.4,58.0,5.13,5.07,3.18,1312
11382,11383,0.47,Premium,H,VS1,60.3,61.0,5.05,5.04,3.04,1244
11383,11384,1.01,Good,E,VVS2,63.9,58.0,6.31,6.37,4.05,8415
11384,11385,1.56,Premium,G,VS1,60.9,58.0,7.53,7.49,4.57,14268
11385,11386,0.38,Premium,D,VVS2,60.0,62.0,4.73,4.7,2.83,1257
11386,11387,0.7,Very Good,I,VVS1,62.9,58.0,5.65,5.67,3.56,2513
11387,11388,0.3,Ideal,E,VVS1,62.4,55.0,4.32,4.34,2.7,826
11388,11389,0.75,Very Good,E,VVS2,62.8,57.0,5.74,5.78,3.62,4005
11389,11390,1.01,Ideal,G,IF,62.8,57.0,6.42,6.39,4.02,8778
11390,11391,1.01,Good,I,VS2,57.1,63.0,6.6,6.56,3.76,3717
11391,11392,0.67,Premium,F,SI1,61.3,59.0,5.65,5.63,3.46,1809
11392,11393,1.01,Premium,G,VS2,62.4,58.0,6.38,6.41,3.99,5999
11393,11394,0.3,Ideal,E,VS2,62.4,57.0,4.26,4.24,2.65,844
11394,11395,0.31,Premium,E,VVS2,61.9,58.0,4.35,4.38,2.7,816
11395,11396,0.52,Ideal,G,VVS2,61.6,56.0,5.15,5.18,3.18,1784
11396,11397,0.9,Very Good,E,SI1,62.3,61.0,6.12,6.17,3.83,3868
11397,11398,1.25,Very Good,G,VS1,62.7,56.0,6.81,6.93,4.31,8580
11398,11399,0.7,Ideal,I,VVS1,61.8,56.0,5.72,5.74,3.54,2492
11399,11400,1.31,Very Good,I,VS1,62.3,58.0,6.99,7.03,4.37,6885
11400,11401,0.41,Ideal,F,VVS1,61.7,57.0,4.8,4.77,2.95,1356
11401,11402,0.26,Ideal,G,IF,62.5,57.0,4.06,4.1,2.55,605
11402,11403,0.3,Premium,D,SI1,62.5,58.0,4.31,4.27,2.68,709
11403,11404,0.9,Very Good,H,SI2,61.2,57.0,6.21,6.27,3.82,3481
11404,11405,0.32,Premium,F,VS2,61.2,59.0,4.4,4.42,2.7,645
11405,11406,0.38,Premium,G,VS2,59.7,62.0,4.68,4.66,2.79,918
11406,11407,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,2858
11407,11408,1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,6976
11408,11409,1.15,Very Good,H,SI1,60.9,57.0,6.72,6.8,4.12,5047
11409,11410,0.9,Very Good,D,SI1,62.3,58.0,6.14,6.16,3.83,4497
11410,11411,0.41,Good,J,VS1,63.7,56.0,4.68,4.71,2.99,647
11411,11412,2.1,Fair,G,SI2,65.0,56.0,8.09,7.98,5.21,11923
11412,11413,0.51,Ideal,D,VS2,,57.0,5.18,5.21,3.16,1769
11413,11414,0.82,Ideal,F,VS2,61.3,56.0,6.02,6.05,3.7,4931
11414,11415,0.33,Ideal,I,SI1,63.0,57.0,4.39,4.37,2.76,557
11415,11416,0.34,Ideal,F,VS2,61.5,55.0,4.53,4.57,2.8,726
11416,11417,0.38,Ideal,F,VS2,60.4,55.0,4.71,4.76,2.86,871
11417,11418,0.5,Ideal,I,SI1,62.0,55.0,5.08,5.11,3.16,982
11418,11419,0.94,Premium,G,SI1,61.3,61.0,6.33,6.27,3.86,4159
11419,11420,2.01,Very Good,I,SI1,64.1,57.0,7.89,7.94,5.07,15145
11420,11421,0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,1290
11421,11422,0.57,Ideal,G,VVS1,60.9,56.0,5.37,5.41,3.28,2612
11422,11423,0.31,Premium,G,VS1,62.8,58.0,4.3,4.27,2.69,802
11423,11424,0.31,Ideal,G,VS2,62.7,57.0,4.34,4.31,2.71,698
11424,11425,2.0,Very Good,I,SI1,58.5,58.0,8.24,8.28,4.83,15249
11425,11426,0.7,Very Good,J,SI2,63.6,56.0,5.57,5.63,3.56,1609
11426,11427,0.7,Very Good,D,VS2,60.6,60.0,5.71,5.75,3.47,3668
11427,11428,0.36,Ideal,H,VS2,62.1,55.0,4.57,4.61,2.85,568
11428,11429,1.03,Ideal,E,SI2,62.3,56.0,6.44,6.52,4.04,4758
11429,11430,2.12,Premium,G,SI2,62.6,59.0,8.18,8.12,5.1,18164
11430,11431,1.21,Very Good,F,VS2,63.5,55.0,6.77,6.71,4.28,7928
11431,11432,0.5,Very Good,J,VS2,63.4,58.0,5.07,5.02,3.2,1023
11432,11433,1.0,Good,F,SI1,64.1,60.0,6.25,6.19,3.99,4586
11433,11434,1.17,Ideal,G,VVS2,60.6,56.0,6.87,6.84,4.15,9225
11434,11435,1.5,Good,F,I1,60.6,62.0,7.22,7.24,4.38,5313
11435,11436,0.31,Ideal,F,VS2,61.9,54.0,4.35,4.38,2.7,625
11436,11437,0.42,Ideal,G,SI1,62.2,53.0,4.85,4.86,3.02,777
11437,11438,1.51,Premium,G,VVS2,60.9,58.0,7.38,7.42,4.51,15164
11438,11439,0.51,Very Good,I,VS2,63.3,56.0,5.02,5.06,3.19,1140
11439,11440,1.08,Ideal,J,SI1,61.8,56.0,6.58,6.55,4.06,4524
11440,11441,0.23,Very Good,E,VVS2,61.1,62.0,3.92,3.94,2.4,485
11441,11442,0.58,Ideal,E,VVS2,60.9,56.0,5.41,5.43,3.3,2808
11442,11443,1.5,Very Good,H,VVS2,62.9,59.0,7.26,7.31,4.58,11748
11443,11444,0.41,Good,D,SI1,63.8,56.0,4.72,4.68,3.0,947
11444,11445,1.0,Good,H,VVS2,63.7,52.0,6.41,6.36,4.07,6194
11445,11446,0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,1221
11446,11447,0.69,Premium,H,VS2,60.8,59.0,5.77,5.74,3.5,1863
11447,11448,0.36,Ideal,G,VVS1,62.8,57.0,4.55,4.52,2.85,1053
11448,11449,0.39,Ideal,D,VS1,61.9,57.0,4.71,4.69,2.91,1170
11449,11450,1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,7727
11450,11451,1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,5096
11451,11452,0.7,Good,G,VS1,60.6,61.0,5.71,5.77,3.48,2591
11452,11453,0.37,Ideal,D,VS2,61.3,56.0,4.6,4.64,2.83,876
11453,11454,1.2,Ideal,G,VS2,62.8,54.0,6.75,6.79,4.25,8414
11454,11455,1.51,Premium,I,SI1,62.2,61.0,7.35,7.27,4.55,6756
11455,11456,0.3,Very Good,I,VS1,61.8,63.0,4.26,4.29,2.64,442
11456,11457,1.05,Very Good,E,SI2,62.9,57.0,6.47,6.51,4.08,4398
11457,11458,1.24,Very Good,G,SI2,60.5,60.0,6.93,7.01,4.22,6354
11458,11459,1.01,Very Good,F,SI1,59.7,61.0,6.49,6.55,3.89,4899
11459,11460,1.02,Premium,F,SI2,59.9,62.0,6.53,6.5,3.9,4238
11460,11461,1.0,Premium,E,SI2,62.8,59.0,6.34,6.3,3.97,4200
11461,11462,1.05,Very Good,H,VS1,59.5,56.0,6.62,6.68,3.96,6132
11462,11463,1.5,Premium,G,VS1,62.4,60.0,7.29,7.22,4.53,13009
11463,11464,1.01,Very Good,E,VS2,63.1,56.0,6.34,6.4,4.02,6480
11464,11465,0.23,Very Good,D,VVS2,58.5,62.0,4.04,4.06,2.37,472
11465,11466,1.01,Premium,E,VS1,60.8,59.0,6.42,6.46,3.92,7821
11466,11467,0.46,Very Good,E,VS1,58.7,60.0,5.08,5.15,3.0,1452
11467,11468,0.7,Very Good,E,SI2,,59.0,5.7,5.74,3.52,2464
11468,11469,0.3,Ideal,E,VS2,61.5,55.0,4.29,4.33,2.65,658
11469,11470,0.31,Ideal,F,IF,61.0,56.0,4.39,4.43,2.69,914
11470,11471,0.52,Ideal,G,SI2,62.1,56.0,5.13,5.18,3.2,1210
11471,11472,0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,4377
11472,11473,1.02,Premium,G,SI2,62.3,58.0,6.41,6.38,4.0,3892
11473,11474,0.32,Ideal,G,SI1,60.9,57.0,4.46,4.44,2.71,612
11474,11475,0.36,Very Good,E,VS2,62.3,58.0,4.51,4.55,2.82,789
11475,11476,0.31,Very Good,G,VVS1,63.1,56.0,4.35,4.33,2.74,1046
11476,11477,0.5,Ideal,D,VVS2,60.4,54.0,5.17,5.23,3.14,2100
11477,11478,0.9,Premium,G,VS2,62.8,60.0,6.14,6.08,3.84,4052
11478,11479,0.37,Premium,D,VVS2,60.7,59.0,4.63,4.66,2.82,971
11479,11480,1.04,Ideal,G,SI2,63.1,55.0,6.45,6.52,4.09,4414
11480,11481,0.51,Ideal,F,VS1,61.9,56.0,5.17,5.11,3.18,1836
11481,11482,0.9,Fair,D,SI2,64.7,54.0,6.1,6.04,3.93,3205
11482,11483,0.9,Fair,G,SI1,65.4,59.0,6.04,6.0,3.94,3145
11483,11484,0.31,Ideal,D,VS2,62.5,56.0,4.32,4.29,2.69,942
11484,11485,0.42,Ideal,J,VVS2,61.7,54.0,4.83,4.86,2.99,673
11485,11486,0.52,Ideal,E,VS2,61.1,55.0,5.2,5.27,3.2,1689
11486,11487,1.51,Fair,G,VS2,58.1,67.0,7.59,7.49,4.38,10553
11487,11488,0.32,Ideal,G,VS2,61.8,57.0,4.4,4.37,2.71,720
11488,11489,1.51,Premium,E,SI1,60.6,59.0,7.45,7.41,4.5,12738
11489,11490,1.57,Very Good,H,VS2,63.4,56.0,7.46,7.4,4.71,9407
11490,11491,0.31,Ideal,G,VVS2,62.7,57.0,4.35,4.32,2.72,846
11491,11492,2.01,Ideal,J,SI2,62.9,54.0,8.06,7.93,5.05,11011
11492,11493,1.0,Very Good,G,VVS2,61.6,61.0,6.35,6.38,3.92,7623
11493,11494,0.74,Ideal,H,VS1,,56.0,5.81,5.82,3.58,2797
11494,11495,1.13,Very Good,F,SI2,62.3,59.0,6.65,6.68,4.15,4282
11495,11496,1.0,Very Good,D,SI1,60.1,60.0,6.47,6.55,3.91,4697
11496,11497,0.33,Very Good,G,SI2,60.0,56.0,4.52,4.55,2.73,460
11497,11498,1.55,Very Good,H,VS2,61.3,61.0,7.39,7.46,4.55,11602
11498,11499,0.83,Very Good,D,VS1,58.2,59.0,6.19,6.24,3.62,4521
11499,11500,0.41,Premium,D,VVS1,62.3,53.0,4.78,4.75,2.97,1582
11500,11501,1.01,Premium,I,SI2,60.5,60.0,6.52,6.5,3.94,4072
11501,11502,0.67,Very Good,G,VS2,61.7,59.7,5.56,5.61,3.45,2131
11502,11503,2.06,Very Good,J,SI1,62.0,57.0,8.11,8.17,5.05,11764
11503,11504,0.35,Ideal,G,IF,62.3,55.0,4.5,4.52,2.81,1044
11504,11505,0.5,Fair,H,SI1,62.3,60.0,5.09,5.06,3.16,1078
11505,11506,0.73,Very Good,E,SI1,61.6,59.0,5.77,5.78,3.56,2760
11506,11507,0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,698
11507,11508,1.4,Premium,J,SI1,62.9,59.0,7.16,7.07,4.48,4939
11508,11509,1.63,Premium,E,VS2,61.8,58.0,7.57,7.49,4.65,13678
11509,11510,0.31,Ideal,H,SI1,62.7,56.0,4.33,4.38,2.73,446
11510,11511,0.38,Very Good,D,VS2,58.7,61.0,4.74,4.77,2.79,871
11511,11512,0.3,Ideal,E,VS2,62.0,55.0,4.3,4.25,2.65,844
11512,11513,0.3,Premium,F,VS2,60.4,58.0,4.31,4.33,2.61,605
11513,11514,1.26,Premium,H,SI2,60.9,57.0,7.03,6.96,4.26,5434
11514,11515,1.7,Premium,F,SI2,58.5,60.0,7.87,7.8,4.58,9330
11515,11516,2.38,Premium,J,SI1,62.4,58.0,8.54,8.46,5.31,12364
11516,11517,1.03,Ideal,E,SI1,62.2,57.0,6.48,6.42,4.01,5330
11517,11518,1.01,Good,I,VS2,63.9,59.0,6.29,6.26,4.01,4197
11518,11519,0.5,Ideal,I,SI1,62.3,56.0,5.04,5.08,3.15,1076
11519,11520,0.52,Very Good,E,VS2,59.2,59.0,5.23,5.27,3.11,1601
11520,11521,0.33,Premium,H,IF,60.3,59.0,4.49,4.47,2.7,1114
11521,11522,0.35,Very Good,G,VVS2,62.2,58.0,4.49,4.54,2.81,798
11522,11523,0.31,Ideal,G,IF,61.6,56.0,4.37,4.4,2.7,839
11523,11524,1.29,Ideal,E,VVS2,59.8,59.0,7.07,7.11,4.24,13530
11524,11525,0.52,Ideal,D,VVS1,62.1,54.0,5.15,5.18,3.21,3373
11525,11526,1.03,Ideal,F,SI2,60.5,58.0,6.55,6.49,3.94,4586
11526,11527,0.91,Premium,G,SI2,59.8,58.0,6.3,6.29,3.77,2813
11527,11528,0.34,Premium,H,VVS2,61.4,58.0,4.5,4.46,2.75,880
11528,11529,0.31,Good,G,SI1,63.6,57.0,4.33,4.29,2.74,593
11529,11530,0.33,Ideal,G,VVS2,63.0,57.0,4.42,4.38,2.77,965
11530,11531,0.37,Premium,D,VS1,60.2,60.0,4.63,4.68,2.8,803
