id,carat,cut,color,clarity,depth,table,x,y,z,price
15075,0.71,Ideal,E,SI1,61.9,56.0,5.71,5.73,3.54,2756
22007,0.61,Very Good,D,SI1,58.5,58.0,5.54,5.64,3.27,1828
8463,0.52,Very Good,H,VS1,61.7,55.0,5.15,5.17,3.19,1659
17027,0.9,Ideal,G,SI2,62.4,57.0,6.16,6.13,3.84,2968
19282,0.23,Very Good,E,VVS1,61.2,57.0,3.96,3.98,2.43,478
18304,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,5508
21713,0.71,Ideal,G,VVS2,62.5,58.0,5.7,5.73,3.57,2978
19970,1.06,Premium,F,SI2,62.6,59.0,6.47,6.51,4.06,3831
3604,1.5,Good,I,SI1,63.8,56.0,7.26,7.15,4.59,6224
24975,1.03,Very Good,F,VVS2,61.5,55.0,6.48,6.57,4.01,8998
10742,0.72,Premium,E,VS2,62.5,59.0,5.73,5.7,3.57,3024
4419,0.3,Ideal,E,VVS1,60.0,60.0,4.37,4.39,2.63,826
3836,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,15829
23382,0.42,Premium,G,SI1,61.6,61.0,4.82,4.79,2.96,882
10176,1.71,Premium,I,VS1,60.3,62.0,7.76,7.7,4.66,10055
1938,0.41,Very Good,G,VS2,59.9,59.0,4.82,4.86,2.9,827
17285,1.52,Fair,H,I1,64.9,58.0,7.18,7.13,4.65,3504
16350,0.33,Ideal,G,VVS2,61.5,56.0,4.49,4.45,2.75,965
6917,1.06,Ideal,F,IF,61.0,57.0,6.64,6.55,4.02,11195
21038,1.1,Very Good,H,SI1,63.0,57.0,6.5,6.54,4.11,4689
14214,0.76,Ideal,I,SI1,62.3,57.0,5.81,5.87,3.64,2474
26660,2.18,Premium,H,SI2,62.3,59.0,8.37,8.26,5.18,11579
16095,0.73,Premium,E,SI2,60.8,60.0,5.87,5.78,3.54,2409
18921,1.07,Very Good,I,SI1,62.6,58.0,6.49,6.57,4.09,4451
12199,1.01,Premium,G,VVS2,62.4,59.0,6.37,6.32,3.96,7466
9403,1.01,Fair,F,SI1,57.9,57.0,6.53,6.57,3.79,5144
20971,0.92,Good,D,SI1,63.6,57.0,6.09,6.14,3.89,4158
10623,0.33,Very Good,I,VS1,63.1,56.0,4.4,4.38,2.77,668
17152,0.58,Very Good,D,VS2,60.2,57.0,5.41,5.45,3.27,1977
15068,0.72,Very Good,J,VS2,62.2,58.0,5.68,5.73,3.55,2028
24706,0.31,Very Good,H,VS1,62.8,58.0,4.29,4.31,2.7,544
19056,1.7,Very Good,H,SI1,63.6,59.0,7.46,7.55,4.77,11560
17392,0.3,Very Good,J,VS1,61.2,61.0,4.3,4.33,2.64,394
19604,0.26,Ideal,E,VVS1,,57.0,4.07,4.1,2.52,599
16372,1.16,Ideal,G,SI2,61.7,56.0,6.82,6.76,4.18,4710
4209,1.0,Good,H,SI2,63.2,60.0,6.27,6.33,3.98,3991
12995,1.2,Very Good,H,SI1,63.3,56.0,6.75,6.72,4.26,4637
18080,0.57,Very Good,F,SI1,62.0,55.0,5.32,5.37,3.32,1346
11827,0.38,Ideal,E,VVS1,61.5,56.0,4.67,4.7,2.88,1154
13506,0.76,Very Good,H,SI1,61.4,57.0,5.89,5.94,3.63,2557
12975,0.33,Ideal,D,VS1,60.9,57.0,4.5,4.47,2.73,957
5707,0.7,Ideal,D,VS1,62.0,57.0,5.69,5.76,3.55,3335
730,1.52,Premium,H,SI1,60.1,60.0,7.47,7.45,4.48,10330
24329,0.71,Good,F,SI1,64.3,57.0,5.62,5.55,3.59,2125
22745,0.24,Very Good,E,VVS1,62.0,60.0,3.96,4.01,2.47,485
23291,1.04,Ideal,F,SI1,61.3,55.0,6.51,6.53,4.0,5321
6227,2.03,Premium,J,SI2,62.7,59.0,8.08,8.02,5.05,12531
9090,0.3,Ideal,F,VVS1,61.5,56.0,4.32,4.36,2.67,1041
11310,0.8,Good,G,SI2,62.8,58.0,5.86,5.9,3.69,2363
6711,0.51,Very Good,G,VVS2,62.2,56.0,5.1,5.13,3.18,1762
18781,2.01,Premium,I,SI1,61.5,60.0,8.12,8.01,4.96,16499
21037,1.21,Very Good,I,SI2,62.1,59.0,6.8,6.86,4.24,4791
1406,1.01,Premium,G,SI1,62.5,60.0,6.39,6.34,3.98,4672
7402,1.0,Good,H,VS1,61.8,61.0,6.4,6.31,3.93,5219
8778,0.56,Very Good,E,VVS2,60.3,57.0,5.33,5.37,3.23,2304
25024,2.09,Premium,H,SI2,60.9,58.0,8.23,8.2,5.0,13119
8908,0.36,Ideal,F,VS1,61.9,56.0,4.59,4.56,2.83,1013
23131,0.41,Good,D,VS2,63.8,55.0,4.7,4.73,3.01,873
24263,0.3,Premium,E,SI1,61.3,60.0,4.28,4.24,2.61,675
8169,0.71,Ideal,D,VS2,61.4,56.0,5.74,5.79,3.54,3234
22681,1.0,Premium,E,VS2,62.7,59.0,6.31,6.38,3.98,6600
6279,2.04,Very Good,G,SI2,59.9,58.0,8.26,8.31,4.96,16389
16144,1.07,Good,H,SI1,58.1,60.0,6.72,6.78,3.92,4832
306,0.7,Good,F,SI1,64.1,56.0,5.63,5.6,3.6,2289
25382,0.53,Ideal,D,VS2,61.2,56.0,5.2,5.23,3.19,1857
4146,0.4,Premium,F,VS2,59.7,58.0,4.83,4.79,2.87,1080
4185,2.24,Premium,H,SI2,61.8,58.0,8.41,8.34,5.18,10913
5582,0.73,Premium,G,SI1,62.0,58.0,5.75,5.8,3.58,2163
21111,1.47,Very Good,H,SI2,62.6,58.0,7.17,7.24,4.51,7438
9183,1.01,Good,G,SI2,62.4,60.0,6.32,6.38,3.96,4150
272,0.55,Ideal,F,VVS2,61.5,57.0,5.24,5.27,3.23,2294
10571,1.12,Premium,H,VS1,62.1,58.0,6.64,6.6,4.11,5952
18325,0.39,Ideal,F,VS1,62.2,56.0,4.7,4.63,2.9,1024
14299,0.76,Ideal,E,SI2,61.5,57.0,5.83,5.87,3.6,2680
1976,2.03,Premium,G,I1,61.1,58.0,8.11,8.06,4.94,6377
13586,0.34,Very Good,G,VS2,62.9,55.0,4.45,4.52,2.82,596
16711,1.05,Ideal,G,VS2,62.2,54.0,6.53,6.55,4.07,7070
11368,1.32,Ideal,D,VVS2,59.3,59.0,7.16,7.23,4.27,15802
1309,1.51,Ideal,E,VS2,62.7,57.0,7.31,7.26,4.57,14482
3580,0.31,Ideal,F,VS2,62.6,57.0,4.33,4.27,2.69,802
12717,1.22,Ideal,I,SI2,61.8,57.0,6.9,6.83,4.23,4612
25432,0.5,Ideal,D,SI1,62.0,54.0,5.09,5.13,3.17,1404
25608,1.0,Very Good,G,VVS2,63.5,55.0,6.36,6.3,4.02,5914
3197,0.32,Premium,E,VS2,61.3,59.0,4.39,4.35,2.68,900
20941,0.3,Ideal,H,VS2,62.4,55.0,4.28,4.31,2.68,491
20780,0.42,Very Good,F,VS2,60.1,61.0,4.84,4.88,2.92,790
8373,1.52,Very Good,I,SI2,59.8,62.0,7.41,7.47,4.45,7866
3966,1.01,Premium,G,VVS2,60.9,59.0,6.54,6.59,4.0,6843
19694,0.35,Ideal,H,IF,61.9,55.0,4.51,4.54,2.8,921
25719,1.52,Premium,G,VS1,58.8,61.0,7.54,7.45,4.41,10640
16292,0.35,Ideal,G,IF,61.2,57.0,4.54,4.57,2.79,979
26125,0.31,Premium,G,VS2,,59.0,4.4,4.38,2.63,698
7229,1.0,Premium,F,SI1,60.3,58.0,6.43,6.47,3.89,5197
3318,0.31,Ideal,H,VVS1,61.6,55.0,4.38,4.35,2.69,907
19221,1.23,Ideal,G,VVS1,61.8,56.0,6.8,6.89,4.24,10572
12151,0.3,Very Good,H,VVS1,62.0,59.0,4.26,4.29,2.65,684
13046,0.54,Ideal,E,VS2,61.7,55.0,5.23,5.2,3.22,1609
15502,1.01,Very Good,E,SI2,62.4,58.0,6.36,6.42,3.99,4355
6016,0.44,Ideal,H,VS1,61.3,57.0,4.98,4.91,3.03,1089
25762,1.21,Very Good,G,SI2,62.7,59.0,6.66,6.74,4.2,5308
1789,2.03,Premium,I,SI2,62.8,59.0,8.08,8.04,5.06,13182
1133,0.74,Premium,J,SI1,61.6,59.0,5.82,5.77,3.57,1931
8658,1.01,Very Good,G,VS2,61.6,60.0,6.42,6.47,3.97,6406
10998,0.48,Ideal,I,VVS2,62.1,56.0,5.01,5.04,3.12,1061
19372,0.41,Ideal,G,VS2,61.6,54.0,4.81,4.84,2.97,900
22286,1.7,Very Good,H,VVS2,63.1,57.0,7.61,7.52,4.77,14275
15250,1.01,Very Good,J,SI2,,59.0,6.34,6.38,3.94,3592
22225,1.03,Premium,F,SI2,61.4,57.0,6.6,6.53,4.03,4586
4658,0.61,Ideal,D,VS1,61.9,56.0,5.43,5.45,3.37,2658
14039,0.93,Premium,H,SI1,62.8,58.0,6.24,6.21,3.91,3646
17455,0.4,Ideal,E,VS2,62.0,57.0,4.7,4.66,2.9,975
199,0.24,Ideal,F,VVS1,61.8,55.0,4.0,4.03,2.48,678
11286,0.91,Premium,D,SI1,59.0,61.0,6.35,6.29,3.73,4663
13218,0.51,Very Good,E,IF,63.3,58.0,5.03,5.08,3.2,2925
13296,1.01,Good,F,VS2,63.1,60.0,6.29,6.39,4.0,6159
22306,1.26,Premium,J,SI1,61.7,58.0,6.99,6.91,4.29,5207
21464,1.23,Very Good,H,VS1,61.3,53.0,6.93,6.98,4.26,7276
1510,0.5,Premium,E,SI1,62.6,56.0,5.07,5.06,3.17,1314
4989,0.7,Very Good,D,VS1,60.3,58.0,5.76,5.79,3.48,4095
7618,0.51,Ideal,H,VS1,61.1,56.0,5.11,5.16,3.14,1438
3577,1.08,Ideal,G,VS2,62.5,56.0,6.57,6.54,4.1,6530
5139,0.51,Ideal,E,SI2,63.0,56.0,5.14,5.12,3.23,1170
25444,0.7,Ideal,G,VS1,61.5,56.0,5.7,5.75,3.52,3065
24657,0.3,Ideal,I,VVS1,61.8,54.0,4.32,4.35,2.68,540
9593,0.71,Very Good,E,VS1,63.3,59.0,5.64,5.67,3.58,2946
17008,0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,1637
17857,1.51,Premium,G,VS2,62.5,59.0,7.28,7.34,4.57,12756
14966,0.7,Premium,E,VS2,62.6,56.0,5.71,5.66,3.56,2822
5360,0.9,Very Good,I,VS2,63.4,56.0,6.09,6.12,3.87,3489
18343,0.51,Very Good,E,VS1,60.4,59.0,5.16,5.2,3.13,1697
20713,0.83,Very Good,H,VS1,63.1,60.0,5.91,5.98,3.75,3153
269,1.17,Very Good,G,SI1,63.3,61.0,6.65,6.59,4.19,5025
7511,2.0,Very Good,I,VS2,,62.0,8.17,8.2,4.8,15923
5300,0.3,Ideal,G,VVS2,62.2,55.0,4.33,4.29,2.68,878
20216,0.9,Premium,G,SI2,62.4,55.0,6.17,6.13,3.84,3478
14997,0.7,Very Good,J,VS2,58.2,60.0,5.86,5.9,3.42,1896
15223,0.39,Very Good,G,VS2,62.4,56.0,4.64,4.68,2.91,787
3917,0.41,Premium,G,VS2,61.8,59.0,4.76,4.72,2.93,1061
2116,1.5,Very Good,H,SI2,62.0,63.0,7.28,7.24,4.5,7291
22753,0.52,Premium,G,VVS2,61.1,59.0,5.2,5.15,3.16,2012
26681,2.21,Premium,F,SI2,59.6,60.0,8.53,8.49,5.07,16657
15421,0.41,Ideal,E,VS2,62.5,55.0,4.74,4.77,2.97,935
4032,0.5,Very Good,D,SI1,61.9,61.0,5.09,5.12,3.16,1436
4824,0.91,Premium,H,SI1,60.2,52.0,6.27,6.15,3.74,2935
10823,0.31,Premium,H,VS1,61.8,61.0,4.36,4.32,2.68,698
13425,0.31,Premium,G,VVS1,59.8,62.0,4.41,4.35,2.62,977
2711,1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,3754
26790,0.54,Ideal,J,VVS2,61.6,57.0,5.25,5.23,3.23,1720
16822,1.5,Premium,F,VS1,59.6,60.0,7.41,7.49,4.44,15338
11928,1.77,Premium,I,VS1,,58.0,7.76,7.68,4.8,13085
23426,1.71,Very Good,F,SI1,63.3,53.0,7.54,7.59,4.79,13152
16650,1.5,Very Good,G,VS2,60.7,59.0,7.31,7.38,4.46,18691
5313,0.43,Ideal,E,VVS2,61.7,55.0,4.86,4.87,3.0,1426
26359,0.61,Ideal,G,VVS2,62.4,53.8,5.42,5.45,3.39,2331
25970,1.11,Premium,I,I1,61.8,59.0,6.65,6.58,4.09,3183
3948,0.39,Premium,F,VS2,58.4,62.0,4.79,4.76,2.79,1053
19959,1.01,Very Good,I,SI1,62.1,58.0,6.38,6.44,3.98,3888
21127,0.5,Ideal,G,VVS2,62.2,56.0,5.02,5.11,3.15,1760
26100,1.33,Premium,I,VS1,61.5,58.0,7.06,7.02,4.33,7090
16915,1.5,Fair,I,SI2,64.9,61.0,7.14,7.09,4.62,4704
21335,1.0,Premium,F,SI1,60.3,61.0,6.43,6.38,3.86,4704
4491,1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,4419
718,1.27,Ideal,F,SI1,61.8,57.0,6.96,6.89,4.28,5761
3896,1.2,Ideal,G,VVS1,61.2,56.0,6.89,6.86,4.21,9570
6516,0.9,Ideal,E,SI2,61.7,56.0,6.21,6.26,3.85,4034
935,0.38,Ideal,D,VVS2,60.7,55.0,4.69,4.71,2.85,1289
17801,0.57,Ideal,G,VVS2,60.7,55.0,5.34,5.36,3.25,2095
1268,0.74,Ideal,E,VS2,61.7,56.0,5.81,5.86,3.6,3374
9188,1.02,Good,H,SI2,64.0,57.0,6.41,6.37,4.09,3656
7157,0.3,Premium,G,VS2,62.2,60.0,4.25,4.24,2.64,675
13153,0.54,Ideal,F,SI1,62.1,57.0,5.22,5.24,3.25,1385
9000,0.5,Fair,D,SI1,64.6,58.0,5.0,4.97,3.22,1323
12698,0.28,Ideal,F,VS1,62.0,53.0,4.23,4.26,2.63,665
8904,0.3,Premium,E,SI1,61.3,60.0,4.31,4.27,2.63,675
20364,0.81,Very Good,H,SI1,59.1,57.0,6.09,6.16,3.62,2562
19821,0.52,Good,H,SI1,57.6,61.0,5.34,5.32,3.07,1056
19192,1.5,Very Good,E,SI1,60.4,59.0,7.35,7.39,4.45,12000
12914,1.38,Ideal,G,VVS1,61.8,56.0,7.15,7.12,4.41,13250
14955,1.01,Premium,F,VS1,60.4,59.0,6.54,6.5,3.94,7409
26083,0.34,Ideal,G,VS2,61.6,56.0,4.48,4.51,2.77,573
6401,0.77,Ideal,D,SI2,62.1,56.0,5.83,5.89,3.64,2896
24663,0.23,Premium,E,VVS1,61.1,60.0,4.01,3.95,2.43,680
11087,1.03,Premium,D,SI1,63.0,59.0,6.44,6.39,4.04,5653
13248,0.3,Very Good,I,SI1,60.5,62.0,4.33,4.37,2.63,394
20800,1.51,Good,J,SI1,64.1,61.0,7.19,7.16,4.6,6511
4323,1.0,Premium,E,SI2,61.2,60.0,6.45,6.42,3.94,4704
535,0.32,Good,E,VS1,59.5,64.0,4.42,4.45,2.64,756
24895,0.7,Ideal,G,VS1,61.9,55.0,5.67,5.71,3.52,3384
10117,0.4,Very Good,E,VVS1,62.8,57.0,4.65,4.71,2.94,1333
17449,1.15,Ideal,H,SI2,60.5,56.0,6.83,6.8,4.13,4315
5917,0.31,Ideal,F,IF,61.2,56.0,4.37,4.42,2.69,921
5389,0.4,Premium,E,SI1,60.1,59.0,4.76,4.82,2.88,737
16775,0.82,Premium,F,SI1,61.1,60.0,6.02,5.96,3.66,3080
8739,0.52,Ideal,G,VVS2,61.4,55.3,5.18,5.21,3.19,1957
11069,0.35,Very Good,D,VVS2,60.0,56.0,4.61,4.63,2.77,1162
25139,0.27,Very Good,D,VVS2,62.2,59.0,4.08,4.12,2.55,622
23287,0.32,Very Good,I,SI2,63.4,56.0,4.37,4.34,2.76,480
15178,1.02,Good,E,I1,63.1,60.0,6.31,6.4,4.01,3051
17569,1.02,Very Good,D,SI2,60.3,58.0,6.48,6.52,3.92,4633
18555,0.57,Very Good,F,VVS2,60.7,58.0,5.32,5.35,3.24,2351
25792,2.14,Premium,I,VS2,62.3,58.0,8.22,8.16,5.1,17416
16360,0.33,Very Good,H,SI2,63.5,57.0,4.39,4.36,2.78,534
486,1.52,Premium,E,SI1,62.5,59.0,7.33,7.26,4.56,12418
1535,1.01,Very Good,E,SI1,60.8,59.0,6.43,6.5,3.93,6268
13509,0.7,Very Good,E,VVS2,59.2,61.0,5.79,5.84,3.44,3154
4568,1.34,Premium,G,VS2,60.7,59.0,7.07,7.04,4.28,9293
7881,0.58,Ideal,G,SI1,62.2,55.0,5.33,5.37,3.33,1446
16434,0.35,Ideal,F,VS2,62.4,57.0,4.5,4.51,2.81,706
3527,0.3,Good,H,SI1,63.4,58.0,4.26,4.29,2.71,421
23512,0.31,Premium,E,VS1,58.9,59.0,4.5,4.47,2.64,930
15980,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,6795
25961,0.4,Premium,G,VS1,60.0,57.0,4.83,4.74,2.87,1035
6740,0.74,Very Good,H,SI2,62.1,58.0,5.82,5.78,3.6,2222
10137,0.5,Good,D,VS2,63.7,56.0,5.05,5.09,3.23,1635
648,0.73,Premium,G,VS1,61.4,58.0,5.82,5.77,3.56,2841
10714,1.03,Premium,H,VS2,60.9,58.0,6.55,6.48,3.97,5364
4433,0.4,Very Good,G,VVS2,61.6,58.0,4.73,4.78,2.93,925
10127,0.3,Very Good,I,SI1,62.5,57.0,4.27,4.3,2.68,382
8422,0.41,Very Good,J,VVS2,63.1,60.0,4.67,4.71,2.96,754
25151,0.9,Ideal,G,VS2,62.4,54.0,6.22,6.19,3.87,4309
7096,0.78,Very Good,F,SI1,62.4,58.0,5.83,5.86,3.65,3045
14488,1.27,Premium,J,SI1,61.8,58.0,6.97,6.91,4.29,5121
5400,0.84,Very Good,F,SI2,62.8,57.0,5.99,6.04,3.78,2656
21900,0.59,Ideal,G,SI1,62.3,55.0,5.37,5.39,3.35,1431
1286,0.3,Ideal,F,IF,61.3,56.0,4.3,4.34,2.65,873
24500,1.87,Premium,I,SI2,60.3,61.0,7.95,7.91,4.78,11105
23625,0.3,Ideal,F,IF,61.8,58.0,4.27,4.3,2.65,886
10055,0.3,Ideal,E,VS2,61.8,55.0,4.33,4.35,2.68,658
25566,0.42,Premium,H,VS1,61.2,60.0,4.77,4.84,2.94,847
9312,1.51,Very Good,I,SI1,61.6,58.0,7.35,7.3,4.51,9283
25068,1.0,Very Good,G,VVS2,63.0,54.0,6.37,6.43,4.03,8138
12436,1.19,Ideal,F,VVS1,61.5,55.0,6.82,6.84,4.2,15005
14695,0.35,Ideal,D,SI1,60.8,55.0,4.59,4.56,2.78,827
20263,0.7,Very Good,H,VS1,61.5,58.0,5.66,5.72,3.5,2394
7896,0.35,Ideal,H,VS2,61.2,56.0,4.53,4.56,2.78,571
3262,0.7,Very Good,F,SI2,63.2,59.0,5.66,5.61,3.56,1792
9478,0.9,Very Good,H,VVS1,62.1,59.0,6.17,6.19,3.84,4664
24060,0.36,Ideal,F,VS2,61.0,56.0,4.61,4.64,2.82,759
25627,1.65,Ideal,G,VS2,60.8,56.0,7.65,7.7,4.67,14456
13787,0.7,Good,G,VS1,65.1,58.0,5.56,5.59,3.63,2803
25951,0.7,Very Good,F,SI1,61.3,59.0,5.68,5.74,3.5,2401
793,1.52,Premium,F,VS2,60.9,61.0,7.46,7.28,4.49,13919
22814,0.34,Very Good,E,SI1,62.9,55.0,4.47,4.5,2.82,596
22962,0.32,Very Good,E,SI1,62.2,58.0,4.36,4.39,2.72,561
7734,0.53,Ideal,E,VS2,62.5,57.0,5.16,5.18,3.23,1607
14910,0.51,Ideal,E,VVS1,62.3,53.7,5.1,5.12,3.19,2524
6431,1.01,Very Good,F,SI2,63.4,56.0,6.4,6.34,4.04,4355
18588,1.01,Ideal,I,VS2,62.5,56.0,6.38,6.41,4.0,5855
4078,0.39,Ideal,F,VVS1,62.2,54.0,4.71,4.74,2.94,1124
12558,1.0,Very Good,E,I1,63.0,57.0,6.32,6.35,3.99,3300
19510,1.07,Ideal,J,VS2,61.6,56.3,6.55,6.59,4.04,4602
6203,0.56,Premium,D,SI1,60.6,59.0,5.34,5.36,3.24,1723
7899,0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,5259
4479,0.42,Premium,F,VS1,60.9,59.0,4.8,4.85,2.94,1031
21872,0.4,Good,E,SI1,63.3,56.0,4.68,4.74,2.98,687
26509,2.0,Premium,G,SI2,60.3,57.0,8.25,8.06,4.92,12388
890,1.69,Ideal,H,I1,62.0,56.0,7.66,7.61,4.73,6757
18895,0.7,Good,E,SI2,60.7,61.0,5.69,5.71,3.46,2405
13307,1.06,Very Good,E,SI2,62.1,56.0,6.52,6.59,4.07,4972
14080,0.55,Very Good,F,SI1,62.9,58.0,5.23,5.26,3.3,1260
25385,0.82,Very Good,G,SI2,63.4,55.0,5.96,5.93,3.77,2232
21397,1.0,Fair,G,I1,61.7,57.0,6.39,6.28,3.91,2723
15010,0.31,Very Good,E,VVS1,60.4,61.0,4.34,4.4,2.64,725
15039,0.9,Fair,I,VVS1,63.5,57.0,5.98,6.09,3.83,4194
11273,0.39,Premium,E,SI1,59.1,59.0,4.81,4.76,2.83,860
15056,0.31,Ideal,D,SI1,63.0,54.0,4.35,4.32,2.73,732
6129,0.76,Premium,J,VS1,61.1,58.0,5.85,5.91,3.59,2148
13887,1.0,Premium,G,SI2,62.5,59.0,6.41,6.33,3.98,3136
6287,0.9,Premium,D,SI1,62.7,58.0,6.09,6.15,3.84,4381
26857,0.41,Premium,G,VS2,61.5,58.0,4.82,4.8,2.96,1061
5728,0.71,Ideal,D,SI1,61.5,56.0,5.7,5.75,3.52,2719
10783,0.3,Ideal,E,VS1,61.6,57.0,4.3,4.33,2.66,729
4688,0.71,Very Good,H,VVS2,62.5,56.0,5.65,5.68,3.54,2594
19291,0.7,Very Good,E,VS2,61.8,59.0,5.65,5.68,3.5,2845
5333,0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,933
24567,0.42,Premium,E,VS2,,59.0,4.8,4.76,3.0,1024
7147,1.02,Premium,D,SI2,62.3,58.0,6.42,6.37,3.99,4044
26490,0.53,Ideal,E,SI2,60.9,57.0,5.21,5.23,3.18,1223
18910,0.5,Ideal,E,VS2,62.1,54.0,5.13,5.11,3.18,1746
10654,0.31,Premium,H,SI1,61.1,57.0,4.35,4.32,2.65,573
17254,0.42,Premium,E,SI1,61.5,58.0,4.78,4.84,2.96,722
7066,1.1,Premium,F,SI2,62.6,57.0,6.6,6.56,4.12,4832
22786,0.5,Ideal,F,SI1,59.9,56.0,5.09,5.36,3.13,1282
19224,0.73,Ideal,G,VVS1,61.3,56.0,5.79,5.82,3.56,3667
2349,0.31,Ideal,F,IF,61.6,56.0,4.35,4.38,2.69,901
13077,1.01,Premium,F,SI1,60.3,58.0,6.53,6.61,3.96,4829
26005,0.7,Fair,H,SI1,64.5,59.0,5.54,5.51,3.56,2176
10608,0.31,Ideal,F,VVS1,62.0,54.0,4.36,4.38,2.71,840
929,0.34,Ideal,E,VS2,62.0,56.0,4.46,4.48,2.77,646
11477,0.5,Ideal,D,VVS2,60.4,54.0,5.17,5.23,3.14,2100
3524,0.33,Ideal,E,VVS1,61.7,56.0,4.46,4.42,2.74,1052
8805,0.59,Ideal,G,SI1,61.8,56.0,5.37,5.39,3.32,1718
24672,1.09,Good,D,SI2,63.8,60.0,6.57,6.49,4.16,4682
26414,0.27,Ideal,I,VS1,61.9,54.0,4.14,4.19,2.58,432
24277,0.51,Ideal,G,VVS2,60.1,56.0,5.22,5.24,3.14,1813
14241,0.71,Ideal,E,VS1,62.3,56.0,5.66,5.7,3.54,3198
26334,1.04,Ideal,I,VS1,63.0,56.0,6.44,6.41,4.05,4696
15007,1.1,Ideal,H,SI2,62.0,55.0,6.61,6.65,4.11,4733
20252,0.72,Very Good,G,VS2,63.1,57.0,5.74,5.71,3.61,2732
22773,0.36,Very Good,G,VVS2,59.5,56.0,4.68,4.73,2.8,858
20371,0.52,Very Good,G,SI1,59.4,60.0,5.23,5.28,3.12,1267
9936,1.02,Ideal,G,VS1,62.4,57.0,6.41,6.43,4.01,7440
2878,1.01,Very Good,I,VS2,61.3,56.0,6.53,6.45,3.98,4438
25847,0.33,Ideal,E,VS1,60.0,57.0,4.5,4.47,2.69,802
2542,0.73,Ideal,I,VS2,61.9,56.0,5.77,5.82,3.59,2426
5616,0.52,Ideal,G,VVS2,61.7,55.0,5.19,5.22,3.21,1911
2607,0.4,Very Good,H,VS1,62.6,58.0,4.68,4.71,2.94,807
26000,1.2,Ideal,I,VS1,62.5,55.0,6.76,6.81,4.24,6639
19318,1.01,Fair,F,VS2,66.1,61.0,6.1,6.04,4.01,4791
4374,0.28,Very Good,E,VVS1,59.6,59.0,4.3,4.33,2.57,642
9665,0.71,Ideal,G,VS1,62.9,58.0,5.66,5.69,3.57,2820
14644,0.9,Very Good,E,SI1,63.2,58.0,6.12,6.1,3.86,4560
12349,0.33,Ideal,H,VVS1,61.5,55.0,4.44,4.47,2.74,730
5686,1.01,Very Good,G,SI1,63.2,59.0,6.36,6.32,4.01,5113
12173,1.54,Ideal,I,SI2,60.3,59.0,7.43,7.46,4.49,8092
20846,0.33,Ideal,E,VS2,62.8,56.0,4.45,4.41,2.78,928
14625,1.09,Very Good,E,SI2,60.9,59.0,6.61,6.75,4.07,5035
13447,1.02,Ideal,H,SI1,61.8,57.0,6.43,6.46,3.98,6264
12787,0.94,Good,I,SI2,63.8,60.0,6.14,6.21,3.94,3134
23413,1.24,Ideal,G,SI1,60.5,60.0,6.97,6.91,4.2,6994
16312,1.02,Premium,G,SI2,61.7,58.0,6.46,6.41,3.97,3027
17677,0.42,Ideal,G,VVS1,,55.0,4.81,4.87,2.98,1179
1233,1.01,Good,E,SI1,63.1,60.0,6.34,6.37,4.01,4912
24520,0.36,Good,E,SI2,63.7,54.0,4.55,4.52,2.89,648
10570,0.39,Very Good,F,VVS2,63.3,56.0,4.63,4.66,2.94,944
973,0.41,Premium,E,SI2,62.9,58.0,4.75,4.72,2.98,876
12050,0.5,Ideal,E,SI1,61.8,56.0,5.11,5.07,3.14,1617
14298,0.5,Good,D,SI2,57.1,63.0,5.23,5.27,3.0,1141
5288,0.51,Very Good,G,VS2,62.5,59.0,5.05,5.1,3.17,1438
11262,1.0,Good,D,SI2,64.0,54.0,6.29,6.24,4.01,3304
2481,1.47,Premium,H,SI2,59.3,59.0,7.39,7.34,4.37,7573
26600,0.4,Ideal,G,SI2,61.9,54.0,4.75,4.8,2.94,622
11893,0.27,Very Good,E,VS1,61.9,59.0,4.16,4.21,2.59,470
16289,1.12,Very Good,H,SI1,62.3,55.0,6.64,6.69,4.15,5236
16201,0.39,Ideal,G,IF,60.6,56.0,4.73,4.76,2.87,1209
1848,0.3,Very Good,G,IF,61.4,58.0,4.27,4.33,2.64,774
21284,0.7,Good,F,SI2,64.1,58.0,5.58,5.53,3.56,1792
2085,0.3,Ideal,G,VS1,61.8,55.0,4.31,4.33,2.67,605
18709,0.52,Very Good,F,SI1,61.0,59.0,5.18,5.21,3.17,1326
18682,0.63,Very Good,G,VS1,61.5,56.0,5.53,5.49,3.39,1960
21714,1.12,Good,H,SI1,59.8,61.0,6.72,6.85,4.06,5094
25358,0.75,Fair,F,VS2,65.4,58.0,5.63,5.68,3.7,2648
16596,0.7,Premium,H,SI2,61.3,61.0,5.67,5.62,3.46,1749
25271,0.42,Premium,E,VS2,61.0,59.0,4.85,4.82,2.95,1024
16568,0.41,Very Good,G,VS1,60.7,58.0,4.79,4.83,2.92,899
8402,0.3,Premium,E,SI1,60.6,58.0,4.34,4.3,2.62,675
